1.481398165023000000e+12,1.239104628562927246e+00,-4.369371235370635986e-01,2.763829529285430908e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165023000000e+12,1.277980566024780273e+00,-4.082732796669006348e-01,2.832244038581848145e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165037000000e+12,1.312907576560974121e+00,-3.844169080257415771e-01,2.910774946212768555e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165080000000e+12,1.341156125068664551e+00,-3.635641336441040039e-01,2.981090545654296875e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165080000000e+12,1.362052798271179199e+00,-3.490058183670043945e-01,3.046256899833679199e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165087000000e+12,1.379057526588439941e+00,-3.389974236488342285e-01,3.124193847179412842e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165089000000e+12,1.397019028663635254e+00,-3.196363449096679688e-01,3.175419270992279053e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165103000000e+12,1.403226137161254883e+00,-2.962231934070587158e-01,3.133876919746398926e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165163000000e+12,1.395162582397460938e+00,-2.687720954418182373e-01,3.053572475910186768e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165171000000e+12,1.372749090194702148e+00,-2.392823994159698486e-01,2.985074222087860107e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165178000000e+12,1.336134552955627441e+00,-2.274510711431503296e-01,2.909408807754516602e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
1.481398165190000000e+12,1.297631263732910156e+00,-2.184776663780212402e-01,2.847506701946258545e-01,8.800000000000000000e+01,4.238979756832122803e+01,-7.252838015556335449e+01,3.000000000000000000e+00
